C Mil A,UF,Município,OM,Curso,Entidade,Local,Início,Fim,Carga Horária,Efetivo Inicial,Efetivo Final,Valor hora aula,Valor total
CML ,RJ ,Rio de Janeiro ,EsEqEx ,Básico/Avançado em Marcenaria ,RENOVART - Escola de Marcenaria ,Entidade Parceira,15/6/2022,16/8/2022,160,1,1,"9,38","1500,8"
CML ,RJ ,Rio de Janeiro ,EsEqEx ,CONFEITEIRO ,SENAI ,Entidade Parceira,24/5/2022,14/8/2022,240,1,1,"3,56","854,4"
CML ,RJ ,Rio de Janeiro ,EsEqEx ,Programador FullStack ,SENAI ,Entidade Parceira,17/5/2022,17/8/2022,670,1,1,"2,14","1433,8"
CML ,RJ ,Rio de Janeiro ,HCmp ,Introdução a Gestão Financeira ,H Cmp ,Própria OM,18/7/2022,20/9/2022,30,1,1,0,0
CML ,RJ ,Rio de Janeiro ,HCmp ,Investimentos e Aplicações ,H Cmp ,Própria OM,1/8/2022,14/9/2022,20,1,1,0,0
CML ,RJ ,Rio de Janeiro ,HCmp ,Cipa-Conceitos e Implantação ,H Cmp ,Própria OM,7/11/2022,1/12/2022,30,1,1,0,0
CML ,RJ ,Rio de Janeiro ,HCmp ,Mecânica Descomplicada ,H Cmp ,Própria OM,10/11/2022,20/12/2022,42,1,1,0,0
CML ,RJ ,Rio de Janeiro ,HCmp ,Unitização e Movimentação de Conteineres ,H Cmp ,Própria OM,16/12/2022,25/1/2023,40,1,1,0,0
CML ,RJ ,Rio de Janeiro ,HCmp ,Gerenciando com Excelência ,H Cmp ,Própria OM,21/11/2022,6/1/2023,30,1,1,0,0
CML ,RJ ,Rio de Janeiro ,HCmp ,Gestão de Estoques e Armazenagem ,H Cmp ,Própria OM,9/1/2023,30/1/2023,30,1,1,0,0
CML ,RJ ,Rio de Janeiro ,HCmp ,"Compras, Processamento de Pedidos e Controle ",H Cmp ,Própria OM,18/1/2023,17/2/2023,35,1,1,0,0
CML ,RJ ,Rio de Janeiro ,HCmp ,Administração de materiais ,H Cmp ,Própria OM,5/1/2023,15/2/2023,30,1,1,0,0
CML ,RJ ,Rio de Janeiro ,OCEx ,Auxiliar de Saúde Bucal ,ODONTOCLÍNICA CENTRAL DO EXÉRCITO ,Própria OM,24/1/2022,22/7/2022,900,30,30,0,0
CML ,RJ ,Rio de Janeiro ,OCEx ,Manutenção Equipamentos Odontológicos ,ODONTOCLÍNICA CENTRAL DO EXÉRCITO ,Própria OM,7/2/2022,12/8/2022,350,6,6,"0,55",1155
CML ,RJ ,Rio de Janeiro ,OCEx ,Manutenção de Equipamentos Odontológicos ,ODONTOCLÍNICA CENTRAL DO EXÉRCITO ,Própria OM,8/8/2022,10/2/2023,900,6,6,"0,55",2970
CML ,RJ ,Niterói ,PclinMN ,Auxiliar de Saúde Bucal ,Policlinica Militar de Niteroi ,Própria OM,9/1/2023,30/6/2023,900,15,15,"0,7",9450
CML ,RJ ,Niterói ,PclinMN ,Auxiliar de Saúde Bucal ,Policlinica Militar de Niteroi ,Própria OM,9/1/2023,30/6/2023,900,15,15,"0,06",810
CML ,RJ ,Rio de Janeiro ,1º BG ,Instalador hidráulico ,Firjan Senai Tijuca ,Entidade Parceira,13/6/2022,26/7/2022,100,1,1,"9,86",986
CML ,RJ ,Rio de Janeiro ,1º D Sup ,OPERADOR DE EMPILHADEIRA ,SENAI - SANTA CRUZ ,Entidade Parceira,25/7/2022,4/8/2022,32,10,10,"10,22","3270,4"
CML ,RJ ,Rio de Janeiro ,1º D Sup ,Curso de Excel ,SENAI- maracanã ,Entidade Parceira,4/7/2022,13/7/2022,32,2,2,"14,52","929,28"
CML ,RJ ,Rio de Janeiro ,1º D Sup ,Instalações Hidráulicas Prediais ,SENAI - TIJUCA ,Entidade Parceira,13/6/2022,26/7/2022,100,2,2,"9,87",1974
CML ,RJ ,Rio de Janeiro ,1º D Sup ,OPERADOR DE EMPILHADEIRA ,SENAI - TIJUCA ,Entidade Parceira,12/9/2022,21/9/2022,32,10,10,"10,25",3280
CML ,RJ ,Rio de Janeiro ,2º RCG ,ELETRICISTA DE AUTOMÓVEIS ,Firjan Senai Vicente de Carvalho ,Entidade Parceira,9/6/2022,2/8/2022,150,2,2,"8,58",2574
CML ,RJ ,Rio de Janeiro ,2º RCG ,Instalações Hidráulico Predial ,Firjan Senai Tijuca ,Entidade Parceira,13/6/2022,26/7/2022,100,2,2,"9,86",1972
CML ,RJ ,Rio de Janeiro ,2º RCG ,INSTALAÇÃO E REPARAÇÃO DE AR CONDICIONADO ,Firjan Senai Vicente de Carvalho ,Entidade Parceira,1/6/2022,21/6/2022,60,2,2,"10,43","1251,6"
CML ,RJ ,Rio de Janeiro ,25º B Log (Es) ,Sistema de Injeção Eletrônica de Motocicleta ,Firjan Senai Jacarepaguá ,Entidade Parceira,6/6/2022,20/6/2022,40,2,2,"7,1",568
CML ,RJ ,Rio de Janeiro ,31º GAC (Es) ,Instalador Hidraulico Predial ,Firjan Senai Tijuca ,Entidade Parceira,15/6/2022,26/7/2022,100,2,2,"9,86",1972
CML ,RJ ,Rio de Janeiro ,31º GAC (Es) ,Técnica de montagem Drywall ,Firjan Senai Tijuca ,Entidade Parceira,9/8/2022,12/8/2022,16,2,2,"15,37","491,84"
CML ,RJ ,Rio de Janeiro ,31º GAC (Es) ,Técnicas de aplicação de porcelanato líquido ,Firjan Senai Tijuca ,Entidade Parceira,24/10/2022,31/10/2022,24,1,1,"10,8","259,2"
CML ,RJ ,Rio de Janeiro ,DECEx ,TECNOLOGIA DE MOTORES CICLO OTTO ,SENAI ,Entidade Parceira,16/5/2022,3/6/2022,60,3,3,"11,04","1987,2"
CML ,RJ ,Rio de Janeiro ,DECEx ,INSTALAÇÃO E MNT DE APARELHOS DE REFR SPLIT ,SENAI ,Entidade Parceira,1/6/2022,00/00/0000 ,60,8,8,"10,5",5040
CML ,RJ ,Rio de Janeiro ,DECEx ,INSTALAÇÕES HIDRAULICAS PREDIAIS ,SENAI ,Entidade Parceira,13/6/2022,26/7/2022,100,2,2,"9,9",1980
CML ,RJ ,Rio de Janeiro ,DECEx ,Eletricista de Automóvel ,SENAI ,Entidade Parceira,3/10/2022,15/12/2022,150,9,9,"8,6",11610
CML ,RJ ,Rio de Janeiro ,DECEx ,TEC DE MONTAGEM DE PAREDES DE CONCRETO ,SENAI ,Entidade Parceira,6/8/2022,3/9/2022,40,1,1,"11,4",456
CML ,RJ ,Macaé ,9ª Bia AAAe (Es) ,ELETRICISTA INDUSTRIAL ,SENAI - MACAÉ ,Entidade Parceira,13/6/2022,11/11/2022,400,25,25,0,0
CML ,RJ ,Macaé ,9ª Bia AAAe (Es) ,01 - Instalador e reparador de redes ,SENAI - MACAÉ ,Própria OM,20/6/2022,9/9/2022,220,25,25,0,0
CML ,RJ ,Macaé ,9ª Bia AAAe (Es) ,Instalador hidráulico residencial ,SENAI - MACAÉ ,Própria OM,27/6/2022,14/10/2022,304,25,25,0,0
CML ,RJ ,Macaé ,9ª Bia AAAe (Es) ,Pintor Industrial ,SENAI - MACAÉ ,Própria OM,18/7/2022,24/8/2022,200,25,25,0,0
CML ,RJ ,Macaé ,9ª Bia AAAe (Es) ,Mecânico de manutenção de Motores Diesel ,SENAI - MACAÉ ,Entidade Parceira,4/7/2022,16/9/2022,380,25,25,0,0
CML ,RJ ,Rio de Janeiro ,EsSLog ,Transporte coletivo de passageiros ,SENAT - DEODORO ,Entidade Parceira,10/8/2022,11/12/2022,50,3,3,6,900
CML ,RJ ,Rio de Janeiro ,EsSLog ,TRANSPORTE DE PRODUTOS PERIGOSOS ,SENAT - DEODORO ,Entidade Parceira,10/8/2022,11/12/2022,50,4,4,6,1200
CML ,RJ ,Rio de Janeiro ,EsSLog ,Condutor de veículos de emergência ,SENAT - DEODORO ,Entidade Parceira,10/8/2022,11/12/2022,50,4,4,6,1200
CML ,RJ ,Rio de Janeiro ,EsSLog ,Mecânica Diesel ,SENAT - DEODORO ,Entidade Parceira,10/8/2022,11/12/2022,50,4,4,4,800
CML ,RJ ,Rio de Janeiro ,EsSLog ,Transporte de cargas indivisíveis ,SENAT - DEODORO ,Entidade Parceira,10/8/2022,11/12/2022,50,6,6,6,1800
CML ,RJ ,Rio de Janeiro ,EsSLog ,COZINHA DESCOMPLICADA PARA O DIA A DIA ,SENAC ,Entidade Parceira,29/4/2022,20/5/2022,20,3,3,27,1620
CML ,RJ ,Rio de Janeiro ,EsSLog ,Sushiman ,Senac ,Entidade Parceira,4/5/2022,20/5/2022,24,1,1,32,768
CML ,RJ ,Rio de Janeiro ,Bia C Sv / FSJ ,Introdução à Fotografia Digital ,SENAC ,Entidade Parceira,21/5/2022,27/8/2022,60,2,2,"9,34","1120,8"
CML ,RJ ,Rio de Janeiro ,Bia C Sv / FSJ ,Básico/Avançado em Marcenaria ,RENOVART - Escola de Marcenaria ,Entidade Parceira,15/6/2022,16/8/2022,160,2,2,"9,38","3001,6"
CML ,RJ ,Rio de Janeiro ,Bia C Sv / FSJ ,MECÂNICA DE REFRIGERAÇÃO DOMICILIAR ,SERAE ,Entidade Parceira,21/5/2022,21/8/2022,60,2,2,"22,5",2700
CML ,RJ ,Rio de Janeiro ,Bia C Sv / FSJ ,Padeiro ,SENAC ,Entidade Parceira,1/6/2022,6/7/2022,200,1,1,3,600
CML ,RJ ,Rio de Janeiro ,Bia C Sv / FSJ ,Montagem e Manutenção de Microcomputador ,SENAI ,Própria OM,1/6/2022,30/8/2022,160,2,2,"3,5",1120
CML ,RJ ,Rio de Janeiro ,CCFEx / FSJ ,Técnicas de Montagem de Paredes de Concreto ,SENAI ,Entidade Parceira,7/5/2022,9/7/2022,40,2,2,"11,32","905,6"
CML ,RJ ,Rio de Janeiro ,CCFEx / FSJ ,Instalações Hidráulicas Prediais ,SENAI ,Entidade Parceira,13/6/2022,26/7/2022,100,2,2,"9,86",1972
CML ,RJ ,Rio de Janeiro ,CCFEx / FSJ ,Web Designer ,SENAC ,Entidade Parceira,23/5/2022,9/9/2022,160,1,1,10,1600
CML ,RJ ,Rio de Janeiro ,CCFEx / FSJ ,Marketing Digital ,SENAC ,Entidade Parceira,21/6/2022,13/9/2022,84,1,1,"12,42","1043,28"
CML ,RJ ,Rio de Janeiro ,CCFEx / FSJ ,Camareira(o) em meios de hospedagem ,SENAC ,Entidade Parceira,10/5/2022,9/6/2022,32,2,2,"15,6","998,4"
CML ,RJ ,Rio de Janeiro ,CEADEx ,Eletricista Predial e Residencial ,CAPRERJ ,Entidade Parceira,4/7/2022,15/7/2022,40,1,1,"17,25",690
CML ,RJ ,Rio de Janeiro ,DEPA ,Instalação de Sistemas de Seg Eletrônica ,SENAI ,Entidade Parceira,21/5/2022,2/7/2022,60,1,1,"9,93","595,8"
CML ,RJ ,Rio de Janeiro ,DEPA ,Eletrecísta Residêncial e Predial ,CE3 ,Entidade Parceira,28/5/2022,9/6/2022,60,1,1,10,600
CML ,RJ ,Resende ,H M R ,Auxiliar de Saúde Bucal ,Hospital Militar de Resende ,Própria OM,4/7/2022,16/12/2022,900,6,6,"1,22",6588
CML ,RJ ,Rio de Janeiro ,1º BE Cmb (Es) ,MECÂNICO DE AUTOMÓVEIS LEVES ,FAETEC SANTA CRUZ ,Entidade Parceira,1/7/2022,1/10/2022,30,3,3,0,0
CML ,RJ ,Rio de Janeiro ,1º BE Cmb (Es) ,MECÂNICO DE MOTORES À DIESEL ,FAETEC SANTA CRUZ ,Entidade Parceira,1/7/2022,1/10/2022,30,3,3,0,0
CML ,RJ ,Rio de Janeiro ,1º BE Cmb (Es) ,Montador e Reparador de Computador ,FAETEC SANTA CRUZ ,Entidade Parceira,1/7/2022,1/10/2022,30,3,3,0,0
CML ,RJ ,Rio de Janeiro ,1º BE Cmb (Es) ,SOLDADOR NO PROCESSO ELETRODO REVESTIDO AÇO ,FAETEC SANTA CRUZ ,Entidade Parceira,1/7/2022,1/10/2022,30,2,2,0,0
CML ,RJ ,Rio de Janeiro ,1º BE Cmb (Es) ,INFORMÁTICA AMBIENTE WINDOWS II ,FAETEC SANTA CRUZ ,Entidade Parceira,1/7/2022,1/10/2022,30,2,2,0,0
CML ,RJ ,Rio de Janeiro ,1º BE Cmb (Es) ,Atualização de transporte de produtos perigos ,SEST/SENAT PACIÊNCIA ,Entidade Parceira,21/6/2022,25/8/2022,32,3,3,0,0
CML ,RJ ,Rio de Janeiro ,1º BE Cmb (Es) ,OPERADOR DE EMPILHADEIRA ,SEST/SENAT PACIÊNCIA ,Entidade Parceira,9/7/2022,15/8/2022,32,3,3,0,0
CML ,RJ ,Rio de Janeiro ,5º CGEO ,Condutor de veículos de emergência ,SENAT - DEODORO ,Entidade Parceira,10/8/2022,8/9/2022,50,2,2,6,600
CML ,RJ ,Rio de Janeiro ,5º CGEO ,Preparo de massas frescas e recheadas ,Centro Politécnico ,Entidade Parceira,10/10/2022,24/10/2022,52,3,3,"9,43","1471,08"
CML ,RJ ,Rio de Janeiro ,5º CGEO ,Preparo de Pizzas ,SENAC NITERÓI ,Entidade Parceira,8/8/2022,22/8/2022,52,2,2,"11,35","1180,4"
CML ,RJ ,Rio de Janeiro ,CCOPAB ,Condutor de Veículo de Emergêcia ,SENAT - DEODORO ,Entidade Parceira,21/6/2022,30/6/2022,50,4,4,6,1200
CML ,RJ ,Rio de Janeiro ,CCOPAB ,Especializado de Movimentação de Produtos Per ,SENAT - DEODORO ,Entidade Parceira,11/6/2022,18/6/2022,50,4,4,6,1200
CML ,RJ ,Rio de Janeiro ,CCOPAB ,Transporte Coletivo de Passageiros ,SENAT - DEODORO ,Entidade Parceira,11/6/2022,18/6/2022,50,3,3,6,900
CML ,RJ ,Rio de Janeiro ,CCOPAB ,Cargas Indivisíveis ,SENAT - DEODORO ,Entidade Parceira,1/6/2022,6/7/2022,50,3,3,6,900
CML ,RJ ,Rio de Janeiro ,CCOPAB ,Ciclo OTTO ,Firjan Senai Vicente de Carvalho ,Entidade Parceira,27/9/2022,18/10/2022,60,2,2,12,1440
CML ,RJ ,Rio de Janeiro ,Cmdo 1ª DE ,Inst. e Mnt de aparelho de ar cond. ,SENAI ,Entidade Parceira,1/6/2022,21/6/2022,160,1,1,"3,91","1251,2"
CML ,RJ ,Rio de Janeiro ,Cmdo 1ª DE ,Fotógrafo ,SENAI ,Entidade Parceira,23/5/2022,24/8/2022,212,1,1,"8,72","1848,64"
CML ,RJ ,Rio de Janeiro ,Cmdo 1ª DE ,Encanador e instalador predial ,SENAI ,Entidade Parceira,13/6/2022,27/7/2022,100,1,1,"9,86",986
CML ,RJ ,Rio de Janeiro ,Cmdo 1ª DE ,Instalador de Sistemas Drywall ,SENAI ,Entidade Parceira,9/8/2022,12/4/2022,16,1,1,"15,36","245,76"
CML ,RJ ,Rio de Janeiro ,Cmdo 1ª DE ,PRODUÇÃO DE SALGADINHOS ,SENAC ,Entidade Parceira,26/8/2022,30/9/2022,20,1,1,"24,49","489,8"
CML ,RJ ,Rio de Janeiro ,Cmdo 1ª DE ,ELETRICISTA DE AUTOMÓVEIS ,SENAI ,Própria OM,15/6/2022,16/9/2022,220,25,25,0,0
CML ,RJ ,Rio de Janeiro ,Cmdo 1ª DE ,Recepcionista em Meios de Hospedagem ,SENAC ,Entidade Parceira,20/6/2022,31/8/2022,160,1,1,"2,24","358,4"
CML ,RJ ,Rio de Janeiro ,Cmdo 1ª DE ,mecânico de motores ciclo otto ,SENAI ,Própria OM,15/6/2022,16/9/2022,260,25,25,0,0
CML ,RJ ,Rio de Janeiro ,15º RC Mec (Es) ,Espanhol Básico ,FAETC DEODORO ,Entidade Parceira,16/3/2022,1/7/2022,434,1,1,0,0
CML ,RJ ,Rio de Janeiro ,15º RC Mec (Es) ,Eletricista de Auto ,31º GAC ,Entidade Parceira,1/6/2022,31/8/2022,220,2,2,0,0
CML ,RJ ,Rio de Janeiro ,15º RC Mec (Es) ,Instalador de Refrigeração e Climatização Dom ,31º GAC ,Entidade Parceira,1/6/2022,00/00/0000 ,260,2,2,0,0
CML ,RJ ,Rio de Janeiro ,IPCFEx ,Web Designer ,SENAC ,Entidade Parceira,23/5/2022,9/9/2022,160,1,1,10,1600
CML ,RJ ,Rio de Janeiro ,IPCFEx ,Design Gráfico Digital ,SENAC ,Entidade Parceira,4/6/2022,3/12/2022,96,1,1,"7,3","700,8"
CML ,RJ ,Rio de Janeiro ,DF ,Informática Para Área Administrativa ,SENAI ,Entidade Parceira,6/6/2022,5/7/2022,84,10,10,0,0
CML ,RJ ,Rio de Janeiro ,DF ,Inst. e manut. de ar condicionado tipo Split ,SENAI ,Entidade Parceira,00/00/0000 ,00/00/0000 ,60,10,10,0,0
CML ,RJ ,Rio de Janeiro ,DF ,Instalador Hidraulico Predial ,SENAI ,Entidade Parceira,00/00/0000 ,00/00/0000 ,100,10,10,0,0
CML ,RJ ,Rio de Janeiro ,BCMS ,Manutenção de Roçadeira ,WR Educacional - Educação de Excelência ,Própria OM,15/6/2022,15/7/2022,20,10,10,0,0
CML ,RJ ,Rio de Janeiro ,BCMS ,Mecânica de Roçadeira ,WR Educacional - Educação de Excelência ,Própria OM,15/6/2022,15/7/2022,20,10,10,0,0
CML ,RJ ,Rio de Janeiro ,CMRJ ,Padeiro ,SENAI ,Entidade Parceira,8/8/2022,19/8/2022,40,1,1,"17,43","697,2"
CML ,RJ ,Rio de Janeiro ,CMRJ ,Técnicas de Montagem de Sistemas Drywall ,Firjan Senai Tijuca ,Entidade Parceira,16/8/2022,19/8/2022,16,1,1,"15,36","245,76"
CMNE ,RN ,Natal ,Cmdo 7ª Bda Inf Mtz ,PINTOR DE OBRAS ,SENAI ,Entidade Parceira,2/5/2022,24/6/2022,240,11,11,0,0
CMNE ,RN ,Natal ,Cmdo 7ª Bda Inf Mtz ,Mestre de Obras ,SENAI ,Entidade Parceira,9/5/2022,18/11/2022,320,5,5,0,0
CMNE ,RN ,Natal ,Cmdo 7ª Bda Inf Mtz ,ALMOXARIFE ,SENAI ,Própria OM,30/5/2022,25/7/2022,160,10,10,0,0
CMNE ,RN ,Natal ,Cmdo 7ª Bda Inf Mtz ,Pedreiro de Alvenaria ,SENAI ,Própria OM,1/8/2022,16/9/2022,240,20,20,"2,97",14256
CMNE ,RN ,Natal ,Cmdo 7ª Bda Inf Mtz ,Eletricista Instalador Residencial ,SENAI ,Própria OM,5/9/2022,27/10/2022,240,20,20,"3,63",17424
CMNE ,RN ,Natal ,Cmdo 7ª Bda Inf Mtz ,Encanador Hidráulico ,SENAI ,Própria OM,3/10/2022,25/11/2022,240,20,20,"2,68",12864
CMNE ,RN ,Natal ,Cmdo 7ª Bda Inf Mtz ,Carpinteiro Telhadista ,SENAI ,Própria OM,15/8/2022,3/10/2022,240,20,20,"2,85",13680
CMNE ,RN ,Mossoró ,TG 07-010 ,Mecânico de Manutenção de Automóveis ,SENAI-RN ,Entidade Parceira,4/4/2022,12/7/2022,290,20,20,0,0
CMNE ,RN ,Mossoró ,TG 07-010 ,Assistente Administrativo ,SENAC-RN ,Entidade Parceira,4/4/2022,27/5/2022,160,25,25,0,0
CMA ,RO ,Porto Velho ,Cmdo 17ª Bda Inf Sl ,MECÂNICO DE MOTORES DE POPA ,SENAI CEET PORTO VELHO ,Entidade Parceira,6/6/2022,00/00/0000 ,160,20,20,6,19200
CMA ,RO ,Porto Velho ,Cmdo 17ª Bda Inf Sl ,MECÂNICO DE MOTORES A DIESEL ,SENAI CEET PORTO VELHO ,Entidade Parceira,6/6/2022,8/7/2022,160,20,20,6,19200
CMA ,RO ,Porto Velho ,Cmdo 17ª Bda Inf Sl ,COZINHEIRO INDUSTRIAL ,SENAI CEET PORTO VELHO ,Entidade Parceira,11/7/2022,00/00/0000 ,160,20,20,6,19200
CMA ,RO ,Porto Velho ,Cmdo 17ª Bda Inf Sl ,OPERADOR DE COMPUTADOR ,SENAI CEET PORTO VELHO ,Entidade Parceira,3/10/2022,2/12/2022,400,20,20,0,0
CMA ,RO ,Porto Velho ,Cmdo 17ª Bda Inf Sl ,Eletricista de Redes de Distribuição de Energ ,SENAI CEET PORTO VELHO ,Entidade Parceira,6/6/2022,5/8/2022,300,30,30,0,0
CMA ,RO ,Porto Velho ,Cmdo 17ª Bda Inf Sl ,Assistente Administrativo ,SENAC - UNIDADE MÓVEL - GUAJARÁ-MIRIM/6º BIS ,Própria OM,15/8/2022,14/10/2022,160,20,20,6,19200
CMA ,RR ,Boa Vista ,Cmdo 1ª Bda Inf Sl ,Instalador Hidráulico ,SENAI ,Entidade Parceira,11/7/2022,12/8/2022,100,15,15,"4,5",6750
CMA ,RR ,Boa Vista ,Cmdo 1ª Bda Inf Sl ,Eletricista Instalador Predial e Residencial ,SENAI ,Entidade Parceira,11/7/2022,12/9/2022,180,15,15,"4,17",11259
CMA ,RR ,Boa Vista ,Cmdo 1ª Bda Inf Sl ,Refrigeraçao Res e Instalador de Unid Split ,SENAI ,Entidade Parceira,15/8/2022,6/10/2022,240,15,15,"3,96",14256
CMA ,RR ,Boa Vista ,Cmdo 1ª Bda Inf Sl ,TRANSPORTE DE CARGAS INDIVISÍVEIS E OUTRAS ,SEST SENAT ,Entidade Parceira,1/8/2022,17/8/2022,50,15,15,"7,6",5700
CMA ,RR ,Boa Vista ,Cmdo 1ª Bda Inf Sl ,Transporte Coletivo de Passageiros ,SEST SENAT ,Entidade Parceira,8/8/2022,24/8/2022,50,15,15,"7,6",5700
CMA ,RR ,Boa Vista ,Cmdo 1ª Bda Inf Sl ,Transporte de produtos perigosos ,SEST SENAT ,Entidade Parceira,8/8/2022,24/8/2022,50,15,15,"7,6",5700
CMA ,RR ,Boa Vista ,Cmdo 1ª Bda Inf Sl ,Frentista Abastecedor ,SEST SENAT ,Entidade Parceira,12/9/2022,16/9/2022,20,15,15,"7,5",2250
CMA ,RR ,Boa Vista ,Cmdo 1ª Bda Inf Sl ,PREPARO DE DOCES E SALGADOS ,SENAC ,Entidade Parceira,8/8/2022,29/8/2022,60,15,15,"7,34",6606
CMS ,RS ,Pelotas ,Cia Cmdo 8ª Bda Inf Mtz ,Transporte Coletivo de Passageiros ,SEST SENAT - Pelotas ,Própria OM,1/8/2022,13/8/2022,50,25,25,"5,2",6500
CMS ,RS ,Pelotas ,Cia Cmdo 8ª Bda Inf Mtz ,Transporte de Emergência ,SEST SENAT - Pelotas ,Própria OM,15/8/2022,27/8/2022,50,25,25,"5,2",6500
CMS ,RS ,Santa Maria ,Cmdo 3ª DE ,Eletricista Instalador Predial - Baixa Tensão ,SENAI ,Entidade Parceira,8/8/2022,2/9/2022,160,15,15,7,16800
CMS ,RS ,Santa Maria ,Cmdo 3ª DE ,Roçadeira - Operação e Manutenção ,SENAR ,Própria OM,22/8/2022,25/8/2022,16,17,17,0,0
CMS ,RS ,Santa Maria ,Cmdo 3ª DE ,Jardinagem ,SENAR ,Própria OM,14/11/2022,18/11/2022,16,15,15,0,0
CMS ,RS ,Porto Alegre ,CMPA ,Básico de Gesso Acartonado ,SENAI - Porto Alegre ,Entidade Parceira,3/10/2022,24/10/2022,30,1,1,"32,64","979,2"
CMS ,RS ,Porto Alegre ,CMPA ,Eletricista Instalador Residencial ,SENAI - Porto Alegre ,Entidade Parceira,26/9/2022,14/11/2022,80,1,1,"12,13","970,4"
CMS,RS,Santa Maria,4º B Log,"Curso de Motorista Profissional Categoria ""C""",DETRAN /RS,4º B Log,13/2/2022,28/7/2022,50,176,176,"2,19","19284,36"
CMS,RS,Santa Maria,4º B Log,"Curso de Motorista Profissional Categoria ""D""",DETRAN /RS,4º B Log,18/5/2022,16/11/2022,50,85,85,"2,19","9313,47"
CMS,RS,Santa Maria,4º B Log,"Curso de Motorista Profissional Categoria ""E""",DETRAN /RS,4º B Log,7/3/2022,30/11/2022,50,82,82,"2,19","8984,76"
CMS,RS,Alegrete,10° B Log,"Curso de Motorista Profissional Categoria ""C""",DETRAN /RS,10° B Log,19/4/2022,17/11/2022,50,65,65,"0,4",1300
CMS,RS,Alegrete,10° B Log,"Curso de Motorista Profissional Categoria ""D""",DETRAN /RS,10° B Log,12/5/2022,08/011/22,50,144,144,"0,4",2880
CMS,RS,Alegrete,10° B Log,"Curso de Motorista Profissional Categoria ""E""",DETRAN /RS,10° B Log,18/5/2022,29/11/2022,50,100,100,"0,4",2000
CMS,RS,Santiago,9º B Log,"Curso de Motorista Profissional Categoria ""C""",DETRAN /RS,9º B Log,17/2/2022,30/6/2022,50,3,3,"0,52",78
CMS,RS,Santiago,9º B Log,"Curso de Motorista Profissional Categoria ""D""",DETRAN /RS,9º B Log,16/3/2022,26/9/2022,50,210,210,"0,52",5460
CMS ,RS ,Porto Alegre ,CPOR / PA ,Transporte Coletivo de Passageiros ,SEST SENAT ,Entidade Parceira,3/10/2022,7/10/2022,50,5,5,"7,6",1900
CMS ,RS ,Porto Alegre ,CPOR / PA ,Produção de Carnes e Molhos ,SEST SENAT ,Entidade Parceira,9/7/2022,30/7/2022,16,1,1,"43,54","696,64"
CMS ,RS ,Porto Alegre ,CPOR / PA ,Primeiros Socorros ,Kris Reis Treinamentos ,Entidade Parceira,7/8/2022,7/8/2022,10,1,1,7,70
CMS ,RS ,Porto Alegre ,CPOR / PA ,Preparo de Medicações ,Kris Reis Treinamentos ,Entidade Parceira,21/8/2022,21/8/2022,4,1,1,"37,5",150
CMS ,RS ,Cruz Alta ,EASA ,Transporte Coletivo de Passageiros ,SEST SENAT ,Entidade Parceira,16/11/2022,23/11/2022,50,10,10,"7,6",3800
CMS ,RS ,Uruguaiana ,Esqd Cmdo 2ª Bda C Mec ,Técnicas Básicas de Garçom ,SENAC URUGUAIANA ,Entidade Parceira,2/5/2022,2/6/2022,60,25,25,"7,64",11460
CMS ,RS ,Santo Ângelo ,1° B Com ,transporte coletivo de passageiros ,SEST SENAT ,Própria OM,5/9/2022,10/9/2022,50,15,15,"6,2",4650
CMS ,RS ,Alegrete ,10º B Log ,MECÂNICO DE MOTORES À DIESEL ,SENAI ,Própria OM,4/7/2022,26/7/2022,120,15,15,"9,5",17100
CMS ,RS ,Alegrete ,10º B Log ,Transporte coletivo de passageiros ,SEST SENAT URUGUAIANA ,Própria OM,12/9/2022,23/9/2022,50,25,25,"5,2",6500
CMS ,RS ,Jaguarão ,12º RC Mec ,Instalação Hidráulica Predial - 60 H ,FIERGS ,Própria OM,4/7/2022,15/7/2022,60,15,15,"7,67",6903
CMS,RS,Santiago,9º B Log,"Curso de Motorista Profissional Categoria ""E""",DETRAN /RS,9º B Log,9/6/2022,22/10/2022,50,70,70,"0,52",1820
CMS,RS,Santo Angelo,1º B Com,"Curso de Motorista Profissional Categoria ""C""",DETRAN /RS,1º B Com,18/3/2022,21/11/2022,50,3,3,"2,58",387
CMS,RS,Santo Angelo,1º B Com,"Curso de Motorista Profissional Categoria ""D""",DETRAN /RS,1º B Com,13/2/2022,28/7/2022,50,40,40,"2,58",5160
CMS,RS,Porto Alegre,3º B Com ,"Curso de Motorista Profissional Categoria ""D""",DETRAN /RS,3º B Com ,14/3/2022,16/11/2022,50,12,12,"17,31","10387,73"
CMS,RS,São Gabriel,6º BE Cmb,"Curso de Motorista Profissional Categoria ""C""",DETRAN /RS,6º BE Cmb,18/5/2022,16/11/2022,50,10,10,"3,5","1767,88"
CMS,RS,São Gabriel,6º BE Cmb,"Curso de Motorista Profissional Categoria ""D""",DETRAN /RS,6º BE Cmb,7/3/2022,30/11/2022,50,46,46,"3,5","8132,23"
CMS ,RS ,Jaguarão ,12º RC Mec ,Básico para Padeiro - 40 H ,FIERGS ,Própria OM,4/7/2022,8/7/2022,40,15,15,"8,5",5100
CMS ,RS ,Cachoeira do Sul ,13º GAC ,Soldador Básico MIG/MAG ,Escola Industrial - METALTEC ,Entidade Parceira,8/11/2022,25/11/2022,40,6,6,11,2640
